-0.37544910,0.00000344,,-0.36090920,0.00000220,,-0.34636930,0.00000355,,-0.33182940,0.00000216,,-0.31728950,0.00000401,,-0.30274960,0.00000193,,-0.28820970,0.00000459,,-0.27366980,0.00000204,,-0.25912990,0.00000565,,-0.24459000,0.00000193,,-0.23005010,0.00000704,,-0.21551020,0.00000199,,-0.20097030,0.00001163,,-0.18643040,0.00000235
-0.37508250,0.00000336,,-0.36055680,0.00000218,,-0.34603110,0.00000356,,-0.33150540,0.00000217,,-0.31697970,0.00000397,,-0.30245400,0.00000214,,-0.28792830,0.00000458,,-0.27340260,0.00000206,,-0.25887690,0.00000552,,-0.24435120,0.00000194,,-0.22982550,0.00000704,,-0.21529980,0.00000199,,-0.20077410,0.00001175,,-0.18624840,0.00000226
-0.37471580,0.00000324,,-0.36020430,0.00000221,,-0.34569280,0.00000358,,-0.33118130,0.00000223,,-0.31666980,0.00000395,,-0.30215830,0.00000237,,-0.28764680,0.00000455,,-0.27313530,0.00000215,,-0.25862380,0.00000537,,-0.24411230,0.00000198,,-0.22960080,0.00000718,,-0.21508930,0.00000200,,-0.20057780,0.00001146,,-0.18606630,0.00000220
-0.37434920,0.00000318,,-0.35985190,0.00000235,,-0.34535460,0.00000347,,-0.33085730,0.00000234,,-0.31636000,0.00000391,,-0.30186270,0.00000255,,-0.28736540,0.00000448,,-0.27286810,0.00000232,,-0.25837080,0.00000542,,-0.24387350,0.00000211,,-0.22937620,0.00000716,,-0.21487890,0.00000204,,-0.20038160,0.00001113,,-0.18588430,0.00000216
-0.37398250,0.00000306,,-0.35949940,0.00000242,,-0.34501630,0.00000336,,-0.33053320,0.00000254,,-0.31605010,0.00000384,,-0.30156700,0.00000272,,-0.28708390,0.00000443,,-0.27260080,0.00000260,,-0.25811770,0.00000541,,-0.24363460,0.00000227,,-0.22915150,0.00000703,,-0.21466840,0.00000203,,-0.20018530,0.00001081,,-0.18570220,0.00000212
-0.37361590,0.00000297,,-0.35914700,0.00000252,,-0.34467810,0.00000337,,-0.33020920,0.00000279,,-0.31574030,0.00000373,,-0.30127140,0.00000288,,-0.28680250,0.00000431,,-0.27233360,0.00000296,,-0.25786470,0.00000522,,-0.24339580,0.00000251,,-0.22892690,0.00000703,,-0.21445800,0.00000203,,-0.19998900,0.00001014,,-0.18552010,0.00000208
-0.37324920,0.00000287,,-0.35879450,0.00000270,,-0.34433980,0.00000334,,-0.32988510,0.00000303,,-0.31543040,0.00000365,,-0.30097570,0.00000305,,-0.28652100,0.00000418,,-0.27206630,0.00000327,,-0.25761160,0.00000504,,-0.24315690,0.00000275,,-0.22870220,0.00000696,,-0.21424750,0.00000231,,-0.19979280,0.00000929,,-0.18533810,0.00000213
-0.37288260,0.00000273,,-0.35844210,0.00000286,,-0.34400160,0.00000320,,-0.32956110,0.00000314,,-0.31512060,0.00000353,,-0.30068010,0.00000323,,-0.28623960,0.00000405,,-0.27179910,0.00000345,,-0.25735850,0.00000479,,-0.24291800,0.00000306,,-0.22847750,0.00000670,,-0.21403700,0.00000260,,-0.19959650,0.00000823,,-0.18515600,0.00000230
-0.37251590,0.00000258,,-0.35808960,0.00000302,,-0.34366330,0.00000306,,-0.32923700,0.00000321,,-0.31481070,0.00000341,,-0.30038440,0.00000342,,-0.28595810,0.00000391,,-0.27153180,0.00000358,,-0.25710550,0.00000461,,-0.24267920,0.00000340,,-0.22825290,0.00000623,,-0.21382660,0.00000293,,-0.19940030,0.00000716,,-0.18497400,0.00000256
-0.37214930,0.00000240,,-0.35773720,0.00000318,,-0.34332510,0.00000281,,-0.32891300,0.00000334,,-0.31450090,0.00000322,,-0.30008880,0.00000361,,-0.28567670,0.00000375,,-0.27126450,0.00000386,,-0.25685240,0.00000458,,-0.24244030,0.00000394,,-0.22802820,0.00000573,,-0.21361610,0.00000328,,-0.19920400,0.00000623,,-0.18479190,0.00000256
-0.37178260,0.00000234,,-0.35738470,0.00000331,,-0.34298680,0.00000262,,-0.32858890,0.00000353,,-0.31419100,0.00000307,,-0.29979310,0.00000376,,-0.28539520,0.00000353,,-0.27099730,0.00000411,,-0.25659940,0.00000439,,-0.24220150,0.00000427,,-0.22780360,0.00000512,,-0.21340570,0.00000363,,-0.19900770,0.00000553,,-0.18460980,0.00000275
-0.37141600,0.00000232,,-0.35703230,0.00000344,,-0.34264860,0.00000244,,-0.32826490,0.00000353,,-0.31388120,0.00000288,,-0.29949750,0.00000389,,-0.28511370,0.00000333,,-0.27073000,0.00000420,,-0.25634630,0.00000417,,-0.24196260,0.00000461,,-0.22757890,0.00000461,,-0.21319520,0.00000401,,-0.19881150,0.00000501,,-0.18442780,0.00000299
